FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
50,Vermont,1976,01,"339,000   ","215,575   ",63.6   ,"196,968   ",58.1   ,"18,607   ",8.6   
51,Virginia,1976,01,"3,534,000   ","2,330,159   ",65.9   ,"2,187,531   ",61.9   ,"142,628   ",6.1   
53,Washington,1976,01,"2,598,000   ","1,583,070   ",60.9   ,"1,448,543   ",55.8   ,"134,527   ",8.5   
54,West Virginia,1976,01,"1,352,000   ","710,144   ",52.5   ,"657,179   ",48.6   ,"52,965   ",7.5   
55,Wisconsin,1976,01,"3,245,000   ","2,128,893   ",65.6   ,"2,005,997   ",61.8   ,"122,896   ",5.8   
56,Wyoming,1976,01,"270,000   ","176,214   ",65.3   ,"169,014   ",62.6   ,"7,200   ",4.1   
01,Alabama,1976,02,"2,610,000   ","1,483,950   ",56.9   ,"1,385,675   ",53.1   ,"98,275   ",6.6   
02,Alaska,1976,02,"234,000   ","160,022   ",68.4   ,"148,718   ",63.6   ,"11,304   ",7.1   
04,Arizona,1976,02,"1,626,000   ","963,394   ",59.2   ,"865,215   ",53.2   ,"98,179   ",10.2   
05,Arkansas,1976,02,"1,538,000   ","888,771   ",57.8   ,"824,008   ",53.6   ,"64,763   ",7.3   
06,California,1976,02,"15,657,000   ","9,768,885   ",62.4   ,"8,871,553   ",56.7   ,"897,332   ",9.2   
037,Los Angeles County,1976,02,"5,283,000   ","3,381,218   ",64.0   ,"3,081,497   ",58.3   ,"299,721   ",8.9   
08,Colorado,1976,02,"1,837,000   ","1,230,680   ",67.0   ,"1,160,001   ",63.1   ,"70,679   ",5.7   
09,Connecticut,1976,02,"2,251,000   ","1,442,118   ",64.1   ,"1,301,107   ",57.8   ,"141,011   ",9.8   
10,Delaware,1976,02,"418,000   ","261,325   ",62.5   ,"240,545   ",57.5   ,"20,780   ",8.0   
11,District of Columbia,1976,02,"519,000   ","334,767   ",64.5   ,"305,759   ",58.9   ,"29,008   ",8.7   
12,Florida,1976,02,"6,437,000   ","3,583,970   ",55.7   ,"3,237,372   ",50.3   ,"346,598   ",9.7   
13,Georgia,1976,02,"3,528,000   ","2,243,779   ",63.6   ,"2,055,366   ",58.3   ,"188,413   ",8.4   
15,Hawaii,1976,02,"585,000   ","407,385   ",69.6   ,"367,403   ",62.8   ,"39,982   ",9.8   
16,Idaho,1976,02,"582,000   ","365,295   ",62.8   ,"344,916   ",59.3   ,"20,379   ",5.6   
17,Illinois,1976,02,"8,136,000   ","5,122,237   ",63.0   ,"4,785,460   ",58.8   ,"336,777   ",6.6   
18,Indiana,1976,02,"3,793,000   ","2,424,387   ",63.9   ,"2,264,552   ",59.7   ,"159,835   ",6.6   
19,Iowa,1976,02,"2,069,000   ","1,329,511   ",64.3   ,"1,271,866   ",61.5   ,"57,645   ",4.3   
20,Kansas,1976,02,"1,637,000   ","1,064,471   ",65.0   ,"1,019,842   ",62.3   ,"44,629   ",4.2   
21,Kentucky,1976,02,"2,465,000   ","1,486,110   ",60.3   ,"1,402,206   ",56.9   ,"83,904   ",5.6   
22,Louisiana,1976,02,"2,678,000   ","1,516,595   ",56.6   ,"1,421,064   ",53.1   ,"95,531   ",6.3   
23,Maine,1976,02,"766,000   ","474,272   ",61.9   ,"433,173   ",56.6   ,"41,099   ",8.7   
24,Maryland,1976,02,"2,958,000   ","1,898,511   ",64.2   ,"1,776,509   ",60.1   ,"122,002   ",6.4   
25,Massachusetts,1976,02,"4,198,000   ","2,716,261   ",64.7   ,"2,431,016   ",57.9   ,"285,245   ",10.5   
26,Michigan,1976,02,"6,424,000   ","3,951,549   ",61.5   ,"3,560,591   ",55.4   ,"390,958   ",9.9   
27,Minnesota,1976,02,"2,793,000   ","1,828,517   ",65.5   ,"1,719,004   ",61.5   ,"109,513   ",6.0   
28,Mississippi,1976,02,"1,644,000   ","963,333   ",58.6   ,"899,114   ",54.7   ,"64,219   ",6.7   
29,Missouri,1976,02,"3,469,000   ","2,092,849   ",60.3   ,"1,968,522   ",56.7   ,"124,327   ",5.9   
30,Montana,1976,02,"532,000   ","332,686   ",62.5   ,"313,365   ",58.9   ,"19,321   ",5.8   
31,Nebraska,1976,02,"1,096,000   ","710,770   ",64.9   ,"687,121   ",62.7   ,"23,649   ",3.3   
32,Nevada,1976,02,"454,000   ","321,323   ",70.8   ,"291,651   ",64.2   ,"29,672   ",9.2   
33,New Hampshire,1976,02,"595,000   ","390,586   ",65.6   ,"365,177   ",61.4   ,"25,409   ",6.5   
34,New Jersey,1976,02,"5,363,000   ","3,293,155   ",61.4   ,"2,953,668   ",55.1   ,"339,487   ",10.3   
35,New Mexico,1976,02,"795,000   ","481,103   ",60.5   ,"439,486   ",55.3   ,"41,617   ",8.7   
36,New York,1976,02,"13,202,000   ","7,656,709   ",58.0   ,"6,871,169   ",52.0   ,"785,540   ",10.3   
51000,New York city,1976,02,"5,692,000   ","3,065,430   ",53.9   ,"2,722,421   ",47.8   ,"343,009   ",11.2   
37,North Carolina,1976,02,"3,905,000   ","2,589,914   ",66.3   ,"2,422,974   ",62.0   ,"166,940   ",6.4   
38,North Dakota,1976,02,"443,000   ","276,615   ",62.4   ,"267,143   ",60.3   ,"9,472   ",3.4   
39,Ohio,1976,02,"7,706,000   ","4,754,964   ",61.7   ,"4,368,157   ",56.7   ,"386,807   ",8.1   
40,Oklahoma,1976,02,"2,003,000   ","1,185,846   ",59.2   ,"1,116,531   ",55.7   ,"69,315   ",5.8   
41,Oregon,1976,02,"1,720,000   ","1,077,762   ",62.7   ,"975,742   ",56.7   ,"102,020   ",9.5   
42,Pennsylvania,1976,02,"8,780,000   ","5,122,163   ",58.3   ,"4,709,350   ",53.6   ,"412,813   ",8.1   
44,Rhode Island,1976,02,"692,000   ","440,950   ",63.7   ,"406,719   ",58.8   ,"34,231   ",7.8   
45,South Carolina,1976,02,"1,988,000   ","1,295,652   ",65.2   ,"1,200,235   ",60.4   ,"95,417   ",7.4   
46,South Dakota,1976,02,"478,000   ","307,916   ",64.4   ,"297,878   ",62.3   ,"10,038   ",3.3   
47,Tennessee,1976,02,"3,084,000   ","1,832,969   ",59.4   ,"1,722,558   ",55.9   ,"110,411   ",6.0   
48,Texas,1976,02,"8,844,000   ","5,619,825   ",63.5   ,"5,291,252   ",59.8   ,"328,573   ",5.8   
49,Utah,1976,02,"826,000   ","516,978   ",62.6   ,"486,695   ",58.9   ,"30,283   ",5.9   
50,Vermont,1976,02,"340,000   ","215,467   ",63.4   ,"196,846   ",57.9   ,"18,621   ",8.6   
51,Virginia,1976,02,"3,543,000   ","2,329,603   ",65.8   ,"2,187,080   ",61.7   ,"142,523   ",6.1   
53,Washington,1976,02,"2,604,000   ","1,581,641   ",60.7   ,"1,447,552   ",55.6   ,"134,089   ",8.5   
54,West Virginia,1976,02,"1,355,000   ","710,252   ",52.4   ,"657,268   ",48.5   ,"52,984   ",7.5   
55,Wisconsin,1976,02,"3,248,000   ","2,128,026   ",65.5   ,"2,005,096   ",61.7   ,"122,930   ",5.8   
56,Wyoming,1976,02,"271,000   ","176,014   ",64.9   ,"168,813   ",62.3   ,"7,201   ",4.1   
01,Alabama,1976,03,"2,615,000   ","1,484,241   ",56.8   ,"1,386,793   ",53.0   ,"97,448   ",6.6   
02,Alaska,1976,03,"236,000   ","160,124   ",67.8   ,"148,935   ",63.1   ,"11,189   ",7.0   
04,Arizona,1976,03,"1,631,000   ","963,556   ",59.1   ,"865,905   ",53.1   ,"97,651   ",10.1   
05,Arkansas,1976,03,"1,539,000   ","888,557   ",57.7   ,"823,855   ",53.5   ,"64,702   ",7.3   
06,California,1976,03,"15,694,000   ","9,768,531   ",62.2   ,"8,875,700   ",56.6   ,"892,831   ",9.1   
037,Los Angeles County,1976,03,"5,292,000   ","3,381,679   ",63.9   ,"3,083,346   ",58.3   ,"298,333   ",8.8   
08,Colorado,1976,03,"1,841,000   ","1,229,907   ",66.8   ,"1,159,916   ",63.0   ,"69,991   ",5.7   
09,Connecticut,1976,03,"2,253,000   ","1,442,585   ",64.0   ,"1,301,919   ",57.8   ,"140,666   ",9.8   
10,Delaware,1976,03,"418,000   ","261,306   ",62.5   ,"240,523   ",57.5   ,"20,783   ",8.0   
11,District of Columbia,1976,03,"519,000   ","334,769   ",64.5   ,"305,939   ",58.9   ,"28,830   ",8.6   
12,Florida,1976,03,"6,452,000   ","3,583,894   ",55.5   ,"3,238,803   ",50.2   ,"345,091   ",9.6   
13,Georgia,1976,03,"3,534,000   ","2,244,320   ",63.5   ,"2,056,476   ",58.2   ,"187,844   ",8.4   
15,Hawaii,1976,03,"586,000   ","407,576   ",69.6   ,"367,608   ",62.7   ,"39,968   ",9.8   
16,Idaho,1976,03,"583,000   ","365,320   ",62.7   ,"344,962   ",59.2   ,"20,358   ",5.6   
17,Illinois,1976,03,"8,146,000   ","5,123,914   ",62.9   ,"4,787,596   ",58.8   ,"336,318   ",6.6   
18,Indiana,1976,03,"3,797,000   ","2,424,005   ",63.8   ,"2,265,615   ",59.7   ,"158,390   ",6.5   
19,Iowa,1976,03,"2,072,000   ","1,329,559   ",64.2   ,"1,272,124   ",61.4   ,"57,435   ",4.3   
20,Kansas,1976,03,"1,640,000   ","1,064,641   ",64.9   ,"1,020,044   ",62.2   ,"44,597   ",4.2   
21,Kentucky,1976,03,"2,470,000   ","1,486,259   ",60.2   ,"1,402,586   ",56.8   ,"83,673   ",5.6   
22,Louisiana,1976,03,"2,685,000   ","1,516,489   ",56.5   ,"1,420,882   ",52.9   ,"95,607   ",6.3   
23,Maine,1976,03,"767,000   ","474,440   ",61.9   ,"433,462   ",56.5   ,"40,978   ",8.6   
24,Maryland,1976,03,"2,962,000   ","1,898,022   ",64.1   ,"1,776,482   ",60.0   ,"121,540   ",6.4   
25,Massachusetts,1976,03,"4,201,000   ","2,715,115   ",64.6   ,"2,430,783   ",57.9   ,"284,332   ",10.5   
26,Michigan,1976,03,"6,430,000   ","3,953,694   ",61.5   ,"3,562,811   ",55.4   ,"390,883   ",9.9   
27,Minnesota,1976,03,"2,797,000   ","1,828,605   ",65.4   ,"1,720,108   ",61.5   ,"108,497   ",5.9   
28,Mississippi,1976,03,"1,647,000   ","963,510   ",58.5   ,"900,093   ",54.7   ,"63,417   ",6.6   
29,Missouri,1976,03,"3,473,000   ","2,093,314   ",60.3   ,"1,969,025   ",56.7   ,"124,289   ",5.9   
30,Montana,1976,03,"533,000   ","332,560   ",62.4   ,"313,352   ",58.8   ,"19,208   ",5.8   
31,Nebraska,1976,03,"1,097,000   ","710,627   ",64.8   ,"687,236   ",62.6   ,"23,391   ",3.3   
32,Nevada,1976,03,"456,000   ","321,400   ",70.5   ,"291,820   ",64.0   ,"29,580   ",9.2   
33,New Hampshire,1976,03,"596,000   ","390,816   ",65.6   ,"365,391   ",61.3   ,"25,425   ",6.5   
34,New Jersey,1976,03,"5,367,000   ","3,294,615   ",61.4   ,"2,955,302   ",55.1   ,"339,313   ",10.3   
35,New Mexico,1976,03,"798,000   ","481,308   ",60.3   ,"439,624   ",55.1   ,"41,684   ",8.7   
36,New York,1976,03,"13,207,000   ","7,657,019   ",58.0   ,"6,874,360   ",52.1   ,"782,659   ",10.2   
51000,New York city,1976,03,"5,690,000   ","3,064,867   ",53.9   ,"2,722,931   ",47.9   ,"341,936   ",11.2   
37,North Carolina,1976,03,"3,912,000   ","2,591,051   ",66.2   ,"2,424,774   ",62.0   ,"166,277   ",6.4   
38,North Dakota,1976,03,"444,000   ","276,633   ",62.3   ,"267,177   ",60.2   ,"9,456   ",3.4   
39,Ohio,1976,03,"7,711,000   ","4,755,734   ",61.7   ,"4,369,756   ",56.7   ,"385,978   ",8.1   
40,Oklahoma,1976,03,"2,007,000   ","1,185,640   ",59.1   ,"1,116,631   ",55.6   ,"69,009   ",5.8   
41,Oregon,1976,03,"1,724,000   ","1,076,843   ",62.5   ,"975,675   ",56.6   ,"101,168   ",9.4   
42,Pennsylvania,1976,03,"8,786,000   ","5,123,224   ",58.3   ,"4,708,719   ",53.6   ,"414,505   ",8.1   
44,Rhode Island,1976,03,"693,000   ","441,054   ",63.6   ,"406,950   ",58.7   ,"34,104   ",7.7   
45,South Carolina,1976,03,"1,992,000   ","1,295,432   ",65.0   ,"1,200,705   ",60.3   ,"94,727   ",7.3   
46,South Dakota,1976,03,"478,000   ","307,864   ",64.4   ,"297,968   ",62.3   ,"9,896   ",3.2   
47,Tennessee,1976,03,"3,091,000   ","1,832,485   ",59.3   ,"1,722,558   ",55.7   ,"109,927   ",6.0   
48,Texas,1976,03,"8,870,000   ","5,623,418   ",63.4   ,"5,293,477   ",59.7   ,"329,941   ",5.9   
49,Utah,1976,03,"828,000   ","517,186   ",62.5   ,"486,955   ",58.8   ,"30,231   ",5.8   
50,Vermont,1976,03,"341,000   ","215,624   ",63.2   ,"196,979   ",57.8   ,"18,645   ",8.6   
51,Virginia,1976,03,"3,551,000   ","2,329,408   ",65.6   ,"2,187,833   ",61.6   ,"141,575   ",6.1   
53,Washington,1976,03,"2,611,000   ","1,581,050   ",60.6   ,"1,447,484   ",55.4   ,"133,566   ",8.4   
54,West Virginia,1976,03,"1,358,000   ","710,795   ",52.3   ,"657,702   ",48.4   ,"53,093   ",7.5   
55,Wisconsin,1976,03,"3,252,000   ","2,127,839   ",65.4   ,"2,005,801   ",61.7   ,"122,038   ",5.7   
56,Wyoming,1976,03,"272,000   ","176,105   ",64.7   ,"168,932   ",62.1   ,"7,173   ",4.1   
01,Alabama,1976,04,"2,620,000   ","1,487,233   ",56.8   ,"1,390,787   ",53.1   ,"96,446   ",6.5   
02,Alaska,1976,04,"237,000   ","161,033   ",67.9   ,"149,867   ",63.2   ,"11,166   ",6.9   
04,Arizona,1976,04,"1,636,000   ","966,567   ",59.1   ,"870,141   ",53.2   ,"96,426   ",10.0   
05,Arkansas,1976,04,"1,541,000   ","888,945   ",57.7   ,"825,015   ",53.5   ,"63,930   ",7.2   
06,California,1976,04,"15,731,000   ","9,789,023   ",62.2   ,"8,902,662   ",56.6   ,"886,361   ",9.1   
037,Los Angeles County,1976,04,"5,302,000   ","3,385,126   ",63.8   ,"3,089,190   ",58.3   ,"295,936   ",8.7   
08,Colorado,1976,04,"1,846,000   ","1,229,301   ",66.6   ,"1,160,052   ",62.8   ,"69,249   ",5.6   
09,Connecticut,1976,04,"2,255,000   ","1,446,319   ",64.1   ,"1,307,272   ",58.0   ,"139,047   ",9.6   
10,Delaware,1976,04,"419,000   ","261,570   ",62.4   ,"240,379   ",57.4   ,"21,191   ",8.1   
11,District of Columbia,1976,04,"518,000   ","334,217   ",64.5   ,"305,824   ",59.0   ,"28,393   ",8.5   
12,Florida,1976,04,"6,468,000   ","3,586,526   ",55.5   ,"3,246,473   ",50.2   ,"340,053   ",9.5   
13,Georgia,1976,04,"3,540,000   ","2,249,492   ",63.5   ,"2,063,590   ",58.3   ,"185,902   ",8.3   
15,Hawaii,1976,04,"588,000   ","408,192   ",69.4   ,"368,776   ",62.7   ,"39,416   ",9.7   
16,Idaho,1976,04,"585,000   ","366,582   ",62.7   ,"346,124   ",59.2   ,"20,458   ",5.6   
17,Illinois,1976,04,"8,155,000   ","5,131,695   ",62.9   ,"4,795,335   ",58.8   ,"336,360   ",6.6   
18,Indiana,1976,04,"3,801,000   ","2,426,376   ",63.8   ,"2,273,481   ",59.8   ,"152,895   ",6.3   
19,Iowa,1976,04,"2,075,000   ","1,330,950   ",64.1   ,"1,274,556   ",61.4   ,"56,394   ",4.2   
20,Kansas,1976,04,"1,642,000   ","1,067,139   ",65.0   ,"1,022,562   ",62.3   ,"44,577   ",4.2   
21,Kentucky,1976,04,"2,475,000   ","1,488,051   ",60.1   ,"1,404,930   ",56.8   ,"83,121   ",5.6   
22,Louisiana,1976,04,"2,692,000   ","1,519,054   ",56.4   ,"1,422,019   ",52.8   ,"97,035   ",6.4   
23,Maine,1976,04,"769,000   ","475,164   ",61.8   ,"434,471   ",56.5   ,"40,693   ",8.6   
24,Maryland,1976,04,"2,966,000   ","1,900,112   ",64.1   ,"1,778,204   ",60.0   ,"121,908   ",6.4   
25,Massachusetts,1976,04,"4,204,000   ","2,715,481   ",64.6   ,"2,436,049   ",57.9   ,"279,432   ",10.3   
26,Michigan,1976,04,"6,436,000   ","3,963,423   ",61.6   ,"3,576,236   ",55.6   ,"387,187   ",9.8   
27,Minnesota,1976,04,"2,802,000   ","1,832,231   ",65.4   ,"1,726,077   ",61.6   ,"106,154   ",5.8   
28,Mississippi,1976,04,"1,650,000   ","964,902   ",58.5   ,"903,082   ",54.7   ,"61,820   ",6.4   
29,Missouri,1976,04,"3,477,000   ","2,099,444   ",60.4   ,"1,973,947   ",56.8   ,"125,497   ",6.0   
30,Montana,1976,04,"534,000   ","332,503   ",62.3   ,"313,343   ",58.7   ,"19,160   ",5.8   
31,Nebraska,1976,04,"1,098,000   ","711,432   ",64.8   ,"688,636   ",62.7   ,"22,796   ",3.2   
32,Nevada,1976,04,"458,000   ","322,625   ",70.4   ,"293,430   ",64.1   ,"29,195   ",9.0   
33,New Hampshire,1976,04,"598,000   ","392,772   ",65.7   ,"367,257   ",61.4   ,"25,515   ",6.5   
34,New Jersey,1976,04,"5,372,000   ","3,301,383   ",61.5   ,"2,961,197   ",55.1   ,"340,186   ",10.3   
35,New Mexico,1976,04,"801,000   ","482,739   ",60.3   ,"441,037   ",55.1   ,"41,702   ",8.6   
36,New York,1976,04,"13,213,000   ","7,664,202   ",58.0   ,"6,884,805   ",52.1   ,"779,397   ",10.2   
51000,New York city,1976,04,"5,689,000   ","3,067,313   ",53.9   ,"2,726,299   ",47.9   ,"341,014   ",11.1   
37,North Carolina,1976,04,"3,919,000   ","2,595,746   ",66.2   ,"2,432,742   ",62.1   ,"163,004   ",6.3   
38,North Dakota,1976,04,"444,000   ","277,360   ",62.5   ,"267,713   ",60.3   ,"9,647   ",3.5   
39,Ohio,1976,04,"7,716,000   ","4,755,492   ",61.6   ,"4,375,662   ",56.7   ,"379,830   ",8.0   
40,Oklahoma,1976,04,"2,011,000   ","1,186,430   ",59.0   ,"1,118,154   ",55.6   ,"68,276   ",5.8   
41,Oregon,1976,04,"1,728,000   ","1,078,204   ",62.4   ,"978,506   ",56.6   ,"99,698   ",9.2   
42,Pennsylvania,1976,04,"8,792,000   ","5,126,833   ",58.3   ,"4,710,603   ",53.6   ,"416,230   ",8.1   
44,Rhode Island,1976,04,"693,000   ","441,240   ",63.7   ,"407,314   ",58.8   ,"33,926   ",7.7   
45,South Carolina,1976,04,"1,996,000   ","1,295,324   ",64.9   ,"1,202,589   ",60.2   ,"92,735   ",7.2   
46,South Dakota,1976,04,"479,000   ","308,191   ",64.3   ,"298,513   ",62.3   ,"9,678   ",3.1   
47,Tennessee,1976,04,"3,097,000   ","1,835,764   ",59.3   ,"1,726,382   ",55.7   ,"109,382   ",6.0   
48,Texas,1976,04,"8,896,000   ","5,646,313   ",63.5   ,"5,312,877   ",59.7   ,"333,436   ",5.9   
49,Utah,1976,04,"830,000   ","519,054   ",62.5   ,"489,107   ",58.9   ,"29,947   ",5.8   
50,Vermont,1976,04,"341,000   ","216,413   ",63.5   ,"197,785   ",58.0   ,"18,628   ",8.6   
51,Virginia,1976,04,"3,559,000   ","2,330,733   ",65.5   ,"2,191,295   ",61.6   ,"139,438   ",6.0   
53,Washington,1976,04,"2,617,000   ","1,585,515   ",60.6   ,"1,451,387   ",55.5   ,"134,128   ",8.5   
54,West Virginia,1976,04,"1,360,000   ","711,428   ",52.3   ,"658,257   ",48.4   ,"53,171   ",7.5   
55,Wisconsin,1976,04,"3,256,000   ","2,130,436   ",65.4   ,"2,011,006   ",61.8   ,"119,430   ",5.6   
56,Wyoming,1976,04,"273,000   ","177,119   ",64.9   ,"170,037   ",62.3   ,"7,082   ",4.0   
01,Alabama,1976,05,"2,626,000   ","1,491,392   ",56.8   ,"1,395,320   ",53.1   ,"96,072   ",6.4   
02,Alaska,1976,05,"239,000   ","162,338   ",67.9   ,"151,056   ",63.2   ,"11,282   ",6.9   
04,Arizona,1976,05,"1,642,000   ","971,080   ",59.1   ,"875,687   ",53.3   ,"95,393   ",9.8   
05,Arkansas,1976,05,"1,542,000   ","889,913   ",57.7   ,"827,062   ",53.6   ,"62,851   ",7.1   
06,California,1976,05,"15,768,000   ","9,821,255   ",62.3   ,"8,938,559   ",56.7   ,"882,696   ",9.0   
037,Los Angeles County,1976,05,"5,311,000   ","3,389,808   ",63.8   ,"3,095,552   ",58.3   ,"294,256   ",8.7   
08,Colorado,1976,05,"1,850,000   ","1,229,470   ",66.5   ,"1,160,471   ",62.7   ,"68,999   ",5.6   
09,Connecticut,1976,05,"2,257,000   ","1,451,616   ",64.3   ,"1,314,537   ",58.2   ,"137,079   ",9.4   
10,Delaware,1976,05,"420,000   ","262,016   ",62.4   ,"240,214   ",57.2   ,"21,802   ",8.3   
11,District of Columbia,1976,05,"518,000   ","333,396   ",64.4   ,"305,434   ",59.0   ,"27,962   ",8.4   
12,Florida,1976,05,"6,483,000   ","3,591,097   ",55.4   ,"3,256,638   ",50.2   ,"334,459   ",9.3   
13,Georgia,1976,05,"3,547,000   ","2,256,660   ",63.6   ,"2,073,036   ",58.4   ,"183,624   ",8.1   
15,Hawaii,1976,05,"590,000   ","408,933   ",69.3   ,"370,291   ",62.8   ,"38,642   ",9.4   
16,Idaho,1976,05,"587,000   ","368,506   ",62.8   ,"347,899   ",59.3   ,"20,607   ",5.6   
17,Illinois,1976,05,"8,164,000   ","5,141,790   ",63.0   ,"4,804,374   ",58.8   ,"337,416   ",6.6   
